,Unnamed: 0.1,Unnamed: 0,Frame,id,xmin,xmax,ymin,ymax,Predictions kNN=16,Predictions RF,Predictions SVM
15495,15495,15495,12967,fedcd3eb-4e91-43f8-9573-00fd67a01035,1894,1909,336,348,1,1,1
15496,15496,15496,12967,fedcd3eb-4e91-43f8-9573-00fd67a01035,13,34,332,344,1,1,1
15497,15497,15497,12967,fedcd3eb-4e91-43f8-9573-00fd67a01035,1890,1935,311,365,1,1,1
15498,15498,15498,12967,fedcd3eb-4e91-43f8-9573-00fd67a01035,77,92,305,329,1,1,1
15499,15499,15499,12967,fedcd3eb-4e91-43f8-9573-00fd67a01035,-40,80,219,471,1,1,0
15500,15500,15500,12967,fedcd3eb-4e91-43f8-9573-00fd67a01035,1892,1913,176,221,1,1,1
15501,15501,15501,12967,fedcd3eb-4e91-43f8-9573-00fd67a01035,-8,16,123,159,1,1,0
15502,15502,15502,12967,fedcd3eb-4e91-43f8-9573-00fd67a01035,16,22,115,121,1,1,1
15503,15503,15503,12967,935d0cf5-61d8-49f2-87fa-34dfb36f2a96,323,335,35,47,1,1,1
15504,15504,15504,12967,2e937484-5b54-485a-8c96-ca49a917b52c,855,915,22,49,1,1,1
15505,15505,15505,12967,a78a5a93-2ff1-4f39-baf9-b65f64a66b90,360,366,23,29,1,1,1
15506,15506,15506,12967,0e7001bb-b4a2-4f25-95c6-c1314c4020c0,1580,1589,17,29,1,1,1
15507,15507,15507,12967,06da6168-ef2e-4ea2-b9ba-c1e73eef3ed4,1910,1919,15,27,1,1,1
15508,15508,15508,12967,e2fac145-e69c-4a92-9b97-32701d38e04f,1587,1650,-7,47,1,1,0
15509,15509,15509,12967,d09c7a04-3069-443d-a810-83cfbff06821,43,49,3,9,1,1,1
15510,15510,15510,12967,fc6f1e7c-ae8b-40a1-82b9-15ba2bf90d9c,371,425,-9,30,1,1,0
15511,15511,15511,12967,a7445faa-cf10-45b3-bb86-58aee495ffee,1773,1791,-4,8,1,1,0
15512,15512,15512,12967,d09c7a04-3069-443d-a810-83cfbff06821,1612,1648,-7,14,1,1,0
15513,15513,15513,12967,d09c7a04-3069-443d-a810-83cfbff06821,1603,1624,-5,10,1,1,0
15514,15514,15514,12967,d09c7a04-3069-443d-a810-83cfbff06821,1583,1622,-9,18,1,1,0
15515,15515,15515,12967,d09c7a04-3069-443d-a810-83cfbff06821,896,908,-7,14,1,1,0
15516,15516,15516,12967,d09c7a04-3069-443d-a810-83cfbff06821,672,684,-3,6,1,1,0
15517,15517,15517,12967,d09c7a04-3069-443d-a810-83cfbff06821,317,422,-11,22,1,1,0
15518,15518,15518,12967,d09c7a04-3069-443d-a810-83cfbff06821,320,332,-7,14,1,1,0
15519,15519,15519,12967,d09c7a04-3069-443d-a810-83cfbff06821,-1920,3840,-1080,2160,1,1,1
15520,15520,15520,12969,d09c7a04-3069-443d-a810-83cfbff06821,1530,1554,1068,1086,1,1,1
15521,15521,15521,12969,d09c7a04-3069-443d-a810-83cfbff06821,1440,1485,1068,1086,1,1,1
15522,15522,15522,12969,d09c7a04-3069-443d-a810-83cfbff06821,568,571,1073,1076,1,1,1
15523,15523,15523,12969,d09c7a04-3069-443d-a810-83cfbff06821,792,810,1066,1087,1,1,1
15524,15524,15524,12969,d09c7a04-3069-443d-a810-83cfbff06821,656,701,1066,1087,1,1,1
15525,15525,15525,12969,d09c7a04-3069-443d-a810-83cfbff06821,25,37,1070,1079,1,1,1
15526,15526,15526,12969,7b6a291e-2223-4d3d-a020-8ec5bba3db77,1635,1662,1064,1088,1,1,1
15527,15527,15527,12969,be5ea6b8-f242-4bdc-b5c8-cb1f468838dd,67,73,1069,1078,1,1,1
15528,15528,15528,12969,4379074e-eccb-43c6-9041-11f608e7d84c,925,943,1062,1089,1,1,1
15529,15529,15529,12969,4379074e-eccb-43c6-9041-11f608e7d84c,69,78,1065,1074,1,1,1
15530,15530,15530,12969,4379074e-eccb-43c6-9041-11f608e7d84c,2,41,1047,1080,1,1,1
15531,15531,15531,12969,4379074e-eccb-43c6-9041-11f608e7d84c,20,50,1042,1072,1,1,1
15532,15532,15532,12969,4379074e-eccb-43c6-9041-11f608e7d84c,1267,1282,1038,1059,1,1,1
15533,15533,15533,12969,4379074e-eccb-43c6-9041-11f608e7d84c,913,922,1039,1045,1,1,1
15534,15534,15534,12969,4379074e-eccb-43c6-9041-11f608e7d84c,14,26,981,993,1,1,1
15535,15535,15535,12969,fbc14164-c691-46fa-a701-62730f957f61,15,21,974,983,1,1,1
15536,15536,15536,12969,fbc14164-c691-46fa-a701-62730f957f61,1902,1929,898,952,1,1,1
15537,15537,15537,12969,52e01efb-ae17-4da1-8246-e60b3ce8e788,1863,1869,907,913,1,1,1
15538,15538,15538,12969,090e3e33-8064-4249-8115-1cd884e90c6c,1901,1916,905,914,1,1,1
15539,15539,15539,12969,a2a59887-8c6d-48df-8c74-75eb3cb8ef23,1869,1872,901,904,1,1,1
15540,15540,15540,12969,24ec7efa-768c-454e-8011-bcfa77dbcae6,1912,1924,896,908,1,1,1
15541,15541,15541,12969,d017b677-8476-4393-80a2-d87f3926c445,-4,8,892,916,1,1,0
15542,15542,15542,12969,f76c126d-f124-4469-bda6-5186bc51ee36,21,24,821,824,1,1,1
15543,15543,15543,12969,c870ce93-4628-49a4-8457-8f4f8598544e,16,28,803,821,1,1,1
15544,15544,15544,12969,bf91fa2a-94f4-4d5a-bd0d-715aa077c628,1904,1928,760,832,1,1,1
15545,15545,15545,12969,234f473c-ecd1-4446-902c-353bca55b6fa,29,32,659,665,1,1,1
15546,15546,15546,12969,73078308-165e-4ab8-b3cc-1d5251e144f7,16,28,650,671,1,1,1
15547,15547,15547,12969,73adceba-677a-4306-87ce-6c2c997f18d5,35,53,649,658,1,1,1
15548,15548,15548,12969,144fbc9f-3363-46f9-b2a0-4142b2e520a9,12,18,643,649,1,1,1
15549,15549,15549,12969,9123d0cb-7d2c-469a-ae34-bc9192d918f2,-3,6,606,624,1,1,0
15550,15550,15550,12969,39a1ed17-7e01-462d-a27a-85ef6d5ddf9f,1906,1927,592,604,1,1,1
15551,15551,15551,12969,3b43ec25-7b8a-4f15-ba0b-1b4c7f913da6,1866,1884,586,607,1,1,1
15552,15552,15552,12969,fae079f1-c680-4fb5-a0bd-e30d37a68ebc,1876,1888,575,587,1,1,1
15553,15553,15553,12969,e07fca25-72f9-40b7-ab15-5b4e07fc8f73,-8,16,452,494,1,1,0
15554,15554,15554,12969,5766f4a0-adf4-494f-8731-5f3e1d28ba46,30,42,439,445,1,1,1
15555,15555,15555,12969,ac8a5628-6fa1-4b79-aa49-2a4bd3e904bf,-4,8,416,440,1,1,0
15556,15556,15556,12969,91ec6f33-6a40-48ad-8c0c-aef4fc546c21,31,37,407,413,1,1,1
15557,15557,15557,12969,10640da0-8df5-4fe0-97f4-764fb538802a,19,25,383,389,1,1,1
15558,15558,15558,12969,3fd7bae0-355f-4cd5-ad0a-43ae9b795f3d,1906,1927,363,402,1,1,1
15559,15559,15559,12969,b78cbf05-d209-4c12-8c74-53f35f241e77,1897,1921,356,380,1,1,1
15560,15560,15560,12969,b78cbf05-d209-4c12-8c74-53f35f241e77,1912,1924,354,369,1,1,1
15561,15561,15561,12969,b78cbf05-d209-4c12-8c74-53f35f241e77,1864,1876,301,316,1,1,1
15562,15562,15562,12969,b78cbf05-d209-4c12-8c74-53f35f241e77,3,33,292,304,1,1,1
15563,15563,15563,12969,b78cbf05-d209-4c12-8c74-53f35f241e77,43,49,244,247,1,1,1
15564,15564,15564,12969,b78cbf05-d209-4c12-8c74-53f35f241e77,9,42,240,252,1,1,1
15565,15565,15565,12969,b78cbf05-d209-4c12-8c74-53f35f241e77,51,57,239,245,1,1,1
15566,15566,15566,12969,b78cbf05-d209-4c12-8c74-53f35f241e77,-8,16,123,159,1,1,0
15567,15567,15567,12969,b78cbf05-d209-4c12-8c74-53f35f241e77,1912,1924,116,134,1,1,1
15568,15568,15568,12969,b78cbf05-d209-4c12-8c74-53f35f241e77,1912,1915,120,126,1,1,1
15569,15569,15569,12969,269eb7aa-547a-4cac-91dd-4dee773bc858,16,22,115,121,1,1,1
15570,15570,15570,12969,a565e5ae-9076-410a-8003-09188b87a529,1892,1895,60,63,1,1,1
15571,15571,15571,12969,c0c4186c-ddc3-4cf0-b699-ebac82e5e278,446,467,22,55,1,1,1
15572,15572,15572,12969,87922ac6-04b9-4bc6-9432-aefe4b5524a3,395,431,13,67,1,1,1
15573,15573,15573,12969,81ec14fd-6efd-4d3b-aa4d-3436275deaf5,1629,1638,23,35,1,1,1
15574,15574,15574,12969,b1804162-9303-4395-98cb-0f0ed70cf56b,1780,1783,24,27,1,1,1
15575,15575,15575,12969,87922ac6-04b9-4bc6-9432-aefe4b5524a3,449,464,16,28,1,1,1
15576,15576,15576,12969,87922ac6-04b9-4bc6-9432-aefe4b5524a3,408,432,8,44,1,1,1
15577,15577,15577,12969,87922ac6-04b9-4bc6-9432-aefe4b5524a3,1910,1919,15,27,1,1,1
15578,15578,15578,12969,87922ac6-04b9-4bc6-9432-aefe4b5524a3,1595,1646,3,51,1,1,1
15579,15579,15579,12969,87922ac6-04b9-4bc6-9432-aefe4b5524a3,125,134,13,22,1,1,1
15580,15580,15580,12969,81ec14fd-6efd-4d3b-aa4d-3436275deaf5,403,472,-15,69,1,1,0
15581,15581,15581,12969,81ec14fd-6efd-4d3b-aa4d-3436275deaf5,1603,1627,5,23,1,1,1
15582,15582,15582,12969,81ec14fd-6efd-4d3b-aa4d-3436275deaf5,397,424,-1,32,1,1,0
15583,15583,15583,12969,81ec14fd-6efd-4d3b-aa4d-3436275deaf5,1771,1810,-24,60,1,1,0
15584,15584,15584,12969,87922ac6-04b9-4bc6-9432-aefe4b5524a3,452,476,-4,20,1,1,0
15585,15585,15585,12969,87922ac6-04b9-4bc6-9432-aefe4b5524a3,371,425,-9,30,1,1,0
15586,15586,15586,12969,87922ac6-04b9-4bc6-9432-aefe4b5524a3,1773,1791,-4,8,1,1,0
15587,15587,15587,12969,81ec14fd-6efd-4d3b-aa4d-3436275deaf5,1620,1644,-7,14,1,1,0
15588,15588,15588,12969,29b63e43-4d7c-4f7e-a2a1-fdc1aa225aac,1603,1624,-5,10,1,1,0
15589,15589,15589,12969,29b63e43-4d7c-4f7e-a2a1-fdc1aa225aac,1564,1576,-3,6,1,1,0
15590,15590,15590,12969,29b63e43-4d7c-4f7e-a2a1-fdc1aa225aac,1228,1264,-8,16,1,1,0
15591,15591,15591,12969,29b63e43-4d7c-4f7e-a2a1-fdc1aa225aac,896,908,-7,14,1,1,0
15592,15592,15592,12969,29b63e43-4d7c-4f7e-a2a1-fdc1aa225aac,672,684,-3,6,1,1,0
15593,15593,15593,12969,29b63e43-4d7c-4f7e-a2a1-fdc1aa225aac,644,656,-3,6,1,1,0
15594,15594,15594,12969,2b55e515-0f29-4916-b7a4-5ed5ce1ebbe4,464,488,-7,14,1,1,0
15595,15595,15595,12969,01819d3a-1494-43f8-9d7d-63d2a040c0f0,410,479,-12,24,1,1,0
15596,15596,15596,12969,01819d3a-1494-43f8-9d7d-63d2a040c0f0,410,443,-4,8,1,1,0
15597,15597,15597,12969,01819d3a-1494-43f8-9d7d-63d2a040c0f0,411,417,-2,4,1,1,0
15598,15598,15598,12969,01819d3a-1494-43f8-9d7d-63d2a040c0f0,135,153,-3,6,1,1,0
15599,15599,15599,12969,01819d3a-1494-43f8-9d7d-63d2a040c0f0,-1920,3840,-1080,2160,1,1,1
15600,15600,15600,12971,01819d3a-1494-43f8-9d7d-63d2a040c0f0,1904,1928,1074,1083,1,1,1
15601,15601,15601,12971,01819d3a-1494-43f8-9d7d-63d2a040c0f0,1628,1640,1074,1083,1,1,1
15602,15602,15602,12971,01819d3a-1494-43f8-9d7d-63d2a040c0f0,1535,1544,1074,1083,1,1,1
15603,15603,15603,12971,01819d3a-1494-43f8-9d7d-63d2a040c0f0,1252,1264,1074,1083,1,1,1
15604,15604,15604,12971,01819d3a-1494-43f8-9d7d-63d2a040c0f0,610,619,1074,1083,1,1,1
15605,15605,15605,12971,5ed0e638-db05-4cb9-b099-bcf1703eaa23,1244,1256,1072,1084,1,1,1
15606,15606,15606,12971,5ed0e638-db05-4cb9-b099-bcf1703eaa23,924,936,1072,1084,1,1,1
15607,15607,15607,12971,08476398-31da-4051-8630-4b4564cef84f,1634,1640,1071,1077,1,1,1
15608,15608,15608,12971,08476398-31da-4051-8630-4b4564cef84f,961,1027,1066,1087,1,1,1
15609,15609,15609,12971,08476398-31da-4051-8630-4b4564cef84f,660,699,1066,1087,1,1,1
15610,15610,15610,12971,5ed0e638-db05-4cb9-b099-bcf1703eaa23,1606,1615,1064,1088,1,1,1
15611,15611,15611,12971,6c1cf007-7dbd-413a-b078-47bb15d4a895,1340,1373,1064,1088,1,1,1
15612,15612,15612,12971,6a953d4f-49c8-4023-86e4-f35ead3d356d,2,41,1047,1080,1,1,1
15613,15613,15613,12971,f114d11b-2a18-44df-aa52-9fecf9dbeefd,20,50,1042,1072,1,1,1
15614,15614,15614,12971,f114d11b-2a18-44df-aa52-9fecf9dbeefd,925,928,1048,1051,1,1,1
15615,15615,15615,12971,f114d11b-2a18-44df-aa52-9fecf9dbeefd,139,151,1046,1055,1,1,1
15616,15616,15616,12971,f114d11b-2a18-44df-aa52-9fecf9dbeefd,-16,32,1016,1112,1,1,0
15617,15617,15617,12971,f114d11b-2a18-44df-aa52-9fecf9dbeefd,911,926,1037,1046,1,1,1
15618,15618,15618,12971,f114d11b-2a18-44df-aa52-9fecf9dbeefd,14,26,981,993,1,1,1
15619,15619,15619,12971,349b0b75-a4c5-40c4-9e64-09f8b9cd2ad9,15,21,974,983,1,1,1
15620,15620,15620,12971,d6b5e02f-c788-4f5a-939c-5d6bd8e05058,1902,1929,908,947,1,1,1
15621,15621,15621,12971,e4cb263d-19c1-45a2-a392-cc025b226d7d,1884,1893,911,917,1,1,1
15622,15622,15622,12971,e4cb263d-19c1-45a2-a392-cc025b226d7d,1910,1925,904,928,1,1,1
15623,15623,15623,12971,e4cb263d-19c1-45a2-a392-cc025b226d7d,1863,1869,907,913,1,1,1
15624,15624,15624,12971,e4cb263d-19c1-45a2-a392-cc025b226d7d,1901,1916,904,916,1,1,1
15625,15625,15625,12971,e4cb263d-19c1-45a2-a392-cc025b226d7d,1912,1924,896,908,1,1,1
15626,15626,15626,12971,e4cb263d-19c1-45a2-a392-cc025b226d7d,-4,8,892,916,1,1,0
15627,15627,15627,12971,e4cb263d-19c1-45a2-a392-cc025b226d7d,1900,1930,859,913,1,1,1
15628,15628,15628,12971,e4cb263d-19c1-45a2-a392-cc025b226d7d,21,24,821,824,1,1,1
15629,15629,15629,12971,e4cb263d-19c1-45a2-a392-cc025b226d7d,1902,1917,799,811,1,1,1
15630,15630,15630,12971,e4cb263d-19c1-45a2-a392-cc025b226d7d,0,12,747,765,1,1,1
15631,15631,15631,12971,e4cb263d-19c1-45a2-a392-cc025b226d7d,1912,1924,674,716,1,1,1
15632,15632,15632,12971,e4cb263d-19c1-45a2-a392-cc025b226d7d,29,32,659,665,1,1,1
15633,15633,15633,12971,692f97a3-2752-4ba2-a837-fc2ac6b3e43c,16,28,650,671,1,1,1
15634,15634,15634,12971,d8ab6902-ff31-41cd-8147-1a9696383757,35,53,649,658,1,1,1
15635,15635,15635,12971,52bdc347-4812-4224-8109-366c67c41a3b,12,18,643,649,1,1,1
15636,15636,15636,12971,b2188a2f-8849-49c8-aa6b-f54daa3b1353,-3,6,606,624,1,1,0
15637,15637,15637,12971,d68a39dc-96cd-41d7-983c-a4b60f00c7d5,1906,1927,592,604,1,1,1
15638,15638,15638,12971,dec9538d-924f-4577-a2ab-3f5d8ffd6e58,1866,1884,586,607,1,1,1
15639,15639,15639,12971,021db8c0-3c29-4d40-8377-3948bfaf1238,1872,1896,570,591,1,1,1
15640,15640,15640,12971,569585b3-ff6a-4ae0-a367-de3cb08612a6,85,94,475,481,1,1,1
15641,15641,15641,12971,870ce6a7-4cbe-416c-9316-61729b809f18,112,124,469,481,1,1,1
15642,15642,15642,12971,d9b4b5e2-3a8d-478e-ab35-42ec4a0049de,-8,16,452,494,1,1,0
15643,15643,15643,12971,d0a08f5e-2282-4e8e-a28c-5195f2fbcd88,96,99,460,463,1,1,1
15644,15644,15644,12971,d9b4b5e2-3a8d-478e-ab35-42ec4a0049de,111,126,453,474,1,1,1
15645,15645,15645,12971,d9b4b5e2-3a8d-478e-ab35-42ec4a0049de,30,42,439,445,1,1,1
15646,15646,15646,12971,d9b4b5e2-3a8d-478e-ab35-42ec4a0049de,97,100,436,439,1,1,1
15647,15647,15647,12971,d9b4b5e2-3a8d-478e-ab35-42ec4a0049de,-4,8,416,440,1,1,0
15648,15648,15648,12971,d9b4b5e2-3a8d-478e-ab35-42ec4a0049de,31,37,407,413,1,1,1
15649,15649,15649,12971,d9b4b5e2-3a8d-478e-ab35-42ec4a0049de,15,21,387,393,1,1,1
15650,15650,15650,12971,8641339c-1860-48a1-a2fe-419c919bdd35,19,25,383,389,1,1,1
15651,15651,15651,12971,6b166966-8eb2-4e1e-9fb4-e98a5db88e6a,1906,1927,363,402,1,1,1
15652,15652,15652,12971,8a4af644-8cdc-45f3-b734-d0bb13395f9c,1897,1921,356,380,1,1,1
15653,15653,15653,12971,8a4af644-8cdc-45f3-b734-d0bb13395f9c,1912,1924,354,369,1,1,1
15654,15654,15654,12971,8a4af644-8cdc-45f3-b734-d0bb13395f9c,1851,1941,321,402,1,1,1
15655,15655,15655,12971,8a4af644-8cdc-45f3-b734-d0bb13395f9c,3,33,292,304,1,1,1
15656,15656,15656,12971,8a4af644-8cdc-45f3-b734-d0bb13395f9c,-8,16,119,167,1,1,0
15657,15657,15657,12971,8a4af644-8cdc-45f3-b734-d0bb13395f9c,1882,1891,129,141,1,1,1
15658,15658,15658,12971,8a4af644-8cdc-45f3-b734-d0bb13395f9c,1912,1915,120,126,1,1,1
15659,15659,15659,12971,8a4af644-8cdc-45f3-b734-d0bb13395f9c,14,23,113,122,1,1,1
15660,15660,15660,12971,8a4af644-8cdc-45f3-b734-d0bb13395f9c,20,32,107,122,1,1,1
15661,15661,15661,12971,8a4af644-8cdc-45f3-b734-d0bb13395f9c,-27,54,61,178,1,1,0
15662,15662,15662,12971,29adf314-97a2-403d-be55-b35db90fc6d8,92,95,96,99,1,1,1
15663,15663,15663,12971,29adf314-97a2-403d-be55-b35db90fc6d8,1831,1837,90,96,1,1,1
15664,15664,15664,12971,29adf314-97a2-403d-be55-b35db90fc6d8,77,101,66,111,1,1,1
15665,15665,15665,12971,29adf314-97a2-403d-be55-b35db90fc6d8,-6,69,63,114,1,1,0
15666,15666,15666,12971,29adf314-97a2-403d-be55-b35db90fc6d8,69,78,71,77,1,1,1
15667,15667,15667,12971,29adf314-97a2-403d-be55-b35db90fc6d8,90,141,60,96,1,1,1
15668,15668,15668,12971,29adf314-97a2-403d-be55-b35db90fc6d8,1892,1895,60,63,1,1,1
15669,15669,15669,12971,29adf314-97a2-403d-be55-b35db90fc6d8,137,155,50,71,1,1,1
15670,15670,15670,12971,29adf314-97a2-403d-be55-b35db90fc6d8,120,138,35,50,1,1,1
15671,15671,15671,12971,29adf314-97a2-403d-be55-b35db90fc6d8,420,432,31,49,1,1,1
15672,15672,15672,12971,9a3d56a5-4bc3-4c08-9624-2afab2e27916,395,431,15,66,1,1,1
15673,15673,15673,12971,f80e7201-4ffa-41d8-8b32-6d1fc8eea3b1,1629,1638,23,35,1,1,1
15674,15674,15674,12971,f80e7201-4ffa-41d8-8b32-6d1fc8eea3b1,1780,1783,24,27,1,1,1
15675,15675,15675,12971,f80e7201-4ffa-41d8-8b32-6d1fc8eea3b1,408,432,8,44,1,1,1
15676,15676,15676,12971,f80e7201-4ffa-41d8-8b32-6d1fc8eea3b1,1910,1919,15,27,1,1,1
15677,15677,15677,12971,f80e7201-4ffa-41d8-8b32-6d1fc8eea3b1,410,458,-1,59,1,1,0
15678,15678,15678,12971,f80e7201-4ffa-41d8-8b32-6d1fc8eea3b1,455,473,4,16,1,1,1
15679,15679,15679,12971,f80e7201-4ffa-41d8-8b32-6d1fc8eea3b1,1771,1810,-24,60,1,1,0
15680,15680,15680,12971,f80e7201-4ffa-41d8-8b32-6d1fc8eea3b1,1773,1791,-4,8,1,1,0
15681,15681,15681,12971,f80e7201-4ffa-41d8-8b32-6d1fc8eea3b1,1603,1624,-5,10,1,1,0
15682,15682,15682,12971,f80e7201-4ffa-41d8-8b32-6d1fc8eea3b1,1543,1642,-20,40,1,1,0
15683,15683,15683,12971,f80e7201-4ffa-41d8-8b32-6d1fc8eea3b1,1332,1353,-7,14,1,1,0
15684,15684,15684,12971,f80e7201-4ffa-41d8-8b32-6d1fc8eea3b1,1292,1316,-4,8,1,1,0
15685,15685,15685,12971,f80e7201-4ffa-41d8-8b32-6d1fc8eea3b1,1228,1264,-8,16,1,1,0
15686,15686,15686,12971,f80e7201-4ffa-41d8-8b32-6d1fc8eea3b1,1056,1068,-3,6,1,1,0
15687,15687,15687,12971,f80e7201-4ffa-41d8-8b32-6d1fc8eea3b1,983,998,-4,8,1,1,0
15688,15688,15688,12971,f80e7201-4ffa-41d8-8b32-6d1fc8eea3b1,896,908,-7,14,1,1,0
15689,15689,15689,12971,5c0e4b5a-18b8-474f-8700-db0964c35b9d,644,656,-3,6,1,1,0
15690,15690,15690,12971,2b83a2fd-5c1a-4a67-b376-3ea9bc814166,452,464,-3,6,1,1,0
15691,15691,15691,12971,9808bceb-d60d-41ec-9afc-36b369908efe,389,494,-20,40,1,1,0
15692,15692,15692,12971,5685a963-1e0c-45af-b1ee-2a7ea54e3dbd,399,438,-16,32,1,1,0
15693,15693,15693,12971,5685a963-1e0c-45af-b1ee-2a7ea54e3dbd,186,195,-3,6,1,1,0
15694,15694,15694,12971,5685a963-1e0c-45af-b1ee-2a7ea54e3dbd,135,153,-3,6,1,1,0
15695,15695,15695,12971,5685a963-1e0c-45af-b1ee-2a7ea54e3dbd,-1920,3840,-1080,2160,1,1,1
15696,15696,15696,12973,5685a963-1e0c-45af-b1ee-2a7ea54e3dbd,1535,1544,1074,1083,1,1,1
15697,15697,15697,12973,5685a963-1e0c-45af-b1ee-2a7ea54e3dbd,1252,1264,1074,1083,1,1,1
15698,15698,15698,12973,3e517672-fd8c-4fab-83e1-98285a5a0594,144,156,1074,1083,1,1,1
15699,15699,15699,12973,fe9b906b-349b-4c24-b7e7-26028ac94681,1827,1842,1072,1084,1,1,1
15700,15700,15700,12973,3e517672-fd8c-4fab-83e1-98285a5a0594,1244,1256,1072,1084,1,1,1
15701,15701,15701,12973,3e517672-fd8c-4fab-83e1-98285a5a0594,924,936,1072,1084,1,1,1
15702,15702,15702,12973,3e517672-fd8c-4fab-83e1-98285a5a0594,1900,1930,1070,1085,1,1,1
15703,15703,15703,12973,3e517672-fd8c-4fab-83e1-98285a5a0594,1712,1760,1066,1087,1,1,1
15704,15704,15704,12973,3e517672-fd8c-4fab-83e1-98285a5a0594,926,953,1066,1087,1,1,1
15705,15705,15705,12973,3e517672-fd8c-4fab-83e1-98285a5a0594,112,136,1066,1087,1,1,1
15706,15706,15706,12973,4630921c-af2d-427c-8afe-6c892014d3bf,1604,1616,1064,1088,1,1,1
15707,15707,15707,12973,4630921c-af2d-427c-8afe-6c892014d3bf,1340,1373,1064,1088,1,1,1
15708,15708,15708,12973,4630921c-af2d-427c-8afe-6c892014d3bf,557,578,1064,1088,1,1,1
15709,15709,15709,12973,3e517672-fd8c-4fab-83e1-98285a5a0594,1244,1262,1055,1082,1,1,1
15710,15710,15710,12973,3e517672-fd8c-4fab-83e1-98285a5a0594,1745,1751,1046,1049,1,1,1
15711,15711,15711,12973,3e517672-fd8c-4fab-83e1-98285a5a0594,333,336,1037,1040,1,1,1
15712,15712,15712,12973,3e517672-fd8c-4fab-83e1-98285a5a0594,1763,1778,998,1019,1,1,1
15713,15713,15713,12973,31eacffb-39d2-4bcc-95fb-52f532ef64f6,1747,1750,999,1002,1,1,1
15714,15714,15714,12973,cd1b79a7-5767-4444-b21c-b866c70924eb,1754,1760,983,989,1,1,1
15715,15715,15715,12973,ce0a24b2-db68-43f9-8450-cae12bcf018c,14,26,981,993,1,1,1
15716,15716,15716,12973,2a396fc2-6fde-48e5-95e4-f0936efd849f,15,21,974,983,1,1,1
15717,15717,15717,12973,4561bf6f-a04c-477b-9e77-dd163f981c00,1725,1758,937,970,1,1,1
15718,15718,15718,12973,5cff3429-a92c-49ba-8092-09693771b0df,1737,1740,943,949,1,1,1
15719,15719,15719,12973,08d1ac3c-db9d-4d53-8e47-cb349873c7a3,1902,1929,908,947,1,1,1
15720,15720,15720,12973,ca1bcf34-13d4-4e26-bc2c-5374f2bcb621,1910,1925,904,928,1,1,1
15721,15721,15721,12973,ca1bcf34-13d4-4e26-bc2c-5374f2bcb621,1863,1869,907,913,1,1,1
15722,15722,15722,12973,ca1bcf34-13d4-4e26-bc2c-5374f2bcb621,-4,8,892,916,1,1,0
15723,15723,15723,12973,ca1bcf34-13d4-4e26-bc2c-5374f2bcb621,21,24,821,824,1,1,1
15724,15724,15724,12973,ca1bcf34-13d4-4e26-bc2c-5374f2bcb621,1902,1917,799,811,1,1,1
15725,15725,15725,12973,ca1bcf34-13d4-4e26-bc2c-5374f2bcb621,1857,1899,709,748,1,1,1
15726,15726,15726,12973,99ac08a0-c72f-4f80-b37a-f957abc15d37,1856,1952,646,811,1,1,1
15727,15727,15727,12973,99ac08a0-c72f-4f80-b37a-f957abc15d37,1911,1917,698,701,1,1,1
15728,15728,15728,12973,99ac08a0-c72f-4f80-b37a-f957abc15d37,1912,1924,681,702,1,1,1
15729,15729,15729,12973,99ac08a0-c72f-4f80-b37a-f957abc15d37,-3,6,606,624,1,1,0
15730,15730,15730,12973,99ac08a0-c72f-4f80-b37a-f957abc15d37,-15,30,577,622,1,1,0
15731,15731,15731,12973,99ac08a0-c72f-4f80-b37a-f957abc15d37,31,37,567,573,1,1,1
15732,15732,15732,12973,bfa45ac5-e604-4102-86be-6c4869737276,2,20,563,578,1,1,1
15733,15733,15733,12973,e1f81c7b-d2b0-4b31-b797-9e5f5ff7fa6d,-8,16,466,487,1,1,0
15734,15734,15734,12973,ba1b56c1-22db-421e-b3c4-40bb48863826,30,42,439,445,1,1,1
15735,15735,15735,12973,3454c654-031b-4ace-a910-6c234d642fd1,5,8,439,445,1,1,1
15736,15736,15736,12973,67ae064c-4d72-4150-bfc8-3fd8d2d74f12,-4,8,416,440,1,1,0
15737,15737,15737,12973,e1ef54a1-1b0c-42ca-8057-0ecc3af283d9,31,37,407,413,1,1,1
15738,15738,15738,12973,5c0e1686-f2d9-4881-8d91-2860057f1a45,15,21,387,393,1,1,1
15739,15739,15739,12973,21c66f33-4245-4014-a965-6a6d17a2d5b0,-12,24,369,396,1,1,0
15740,15740,15740,12973,b16a3abb-a87d-4833-878d-0453b17b8f31,-5,10,362,380,1,1,0
15741,15741,15741,12973,b16a3abb-a87d-4833-878d-0453b17b8f31,1897,1921,356,380,1,1,1
15742,15742,15742,12973,b16a3abb-a87d-4833-878d-0453b17b8f31,1912,1924,354,369,1,1,1
15743,15743,15743,12973,b16a3abb-a87d-4833-878d-0453b17b8f31,1851,1941,321,402,1,1,1
15744,15744,15744,12973,b16a3abb-a87d-4833-878d-0453b17b8f31,3,33,292,304,1,1,1
15745,15745,15745,12973,b16a3abb-a87d-4833-878d-0453b17b8f31,1898,1931,232,244,1,1,1
15746,15746,15746,12973,b8a177b3-d62a-4e66-b48b-159a3c1dfbca,1910,1916,215,221,1,1,1
15747,15747,15747,12973,b8a177b3-d62a-4e66-b48b-159a3c1dfbca,5,8,196,199,1,1,1
